id,date_published,citation_count,estimated_citation_count,title,authors,fields
16870613,2013-01-01,225,346,The Sociopolitical Turn in Mathematics Education,"[{'DAuN': 'Rochelle Gutiérrez', 'AuId': 2505116071, 'DAfN': 'Curriculum and Instruction', 'AfId': None}]","[{'DFN': 'Critical race theory', 'FId': 2775905979}, {'DFN': 'Sociocultural evolution', 'FId': 196187386}, {'DFN': 'Critical theory', 'FId': 113706210}, {'DFN': 'Power structure', 'FId': 2777595002}, {'DFN': 'Social influence', 'FId': 131158328}, {'DFN': 'Sociology', 'FId': 144024400}, {'DFN': 'Mathematics education', 'FId': 145420912}, {'DFN': 'Equity (finance)', 'FId': 2776597285}, {'DFN': 'Research community', 'FId': 3020488638}, {'DFN': 'Social justice', 'FId': 2982832299}]"
2113403660,2003-07-01,586,908,Why Action Research,"[{'DAuN': 'Mary Brydon-Miller', 'AuId': 1613618341, 'DAfN': '', 'AfId': None}, {'DAuN': 'Davydd Greenwood', 'AuId': 2121094632, 'DAfN': '', 'AfId': None}, {'DAuN': 'Patricia Maguire', 'AuId': 2140400002, 'DAfN': '', 'AfId': None}]","[{'DFN': 'Action research', 'FId': 53173841}, {'DFN': 'Social change', 'FId': 206836424}, {'DFN': 'Epistemology', 'FId': 111472728}, {'DFN': 'Sociology', 'FId': 144024400}, {'DFN': 'Biography', 'FId': 520712124}, {'DFN': 'Editorial board', 'FId': 3020068454}]"
2149786920,2005-12-01,392,608,Toward a Tribal Critical Race Theory in Education,"[{'DAuN': 'Bryan Mc Kinley Jones Brayboy', 'AuId': 750103102, 'DAfN': 'University of Utah', 'AfId': 223532165}]","[{'DFN': 'Higher education', 'FId': 120912362}, {'DFN': 'Critical race theory', 'FId': 2775905979}, {'DFN': 'Indigenous', 'FId': 55958113}, {'DFN': 'Stipulation', 'FId': 2781451568}, {'DFN': 'Critical theory', 'FId': 113706210}, {'DFN': 'Pedagogy', 'FId': 19417346}, {'DFN': 'Sociology', 'FId': 144024400}, {'DFN': 'Training program', 'FId': 2983850000}]"
2101992258,2008-06-12,295,423,Building and Maintaining Trust in a Community-Based Participatory Research Partnership,"[{'DAuN': 'Suzanne Christopher', 'AuId': 2347076867, 'DAfN': 'Montana State University', 'AfId': 23732399}, {'DAuN': 'Vanessa Watts', 'AuId': 2137434598, 'DAfN': 'Harvard University', 'AfId': 136199984}, {'DAuN': 'Alma Knows His Gun McCormick', 'AuId': 2032733247, 'DAfN': 'Montana State University', 'AfId': 23732399}, {'DAuN': 'Sara Young', 'AuId': 2509269433, 'DAfN': 'Montana State University', 'AfId': 23732399}]","[{'DFN': 'Community-based participatory research', 'FId': 2779909229}, {'DFN': 'Participatory action research', 'FId': 140988679}, {'DFN': 'Project team', 'FId': 2777205345}, {'DFN': 'Distrust', 'FId': 2778321746}, {'DFN': 'General partnership', 'FId': 71750763}, {'DFN': 'Health equity', 'FId': 2250968}, {'DFN': 'Public relations', 'FId': 39549134}, {'DFN': 'Public health', 'FId': 138816342}, {'DFN': 'Sociology', 'FId': 144024400}, {'DFN': 'Scientific method', 'FId': 63830546}]"
2589456099,2017-06-01,176,282,"Weaving knowledge systems in IPBES, CBD and beyond—lessons learned for sustainability","[{'DAuN': 'Maria Tengö', 'AuId': 1210370221, 'DAfN': 'Stockholm Resilience Centre', 'AfId': 138595864}, {'DAuN': 'Rosemary Hill', 'AuId': 2169715421, 'DAfN': 'James Cook University', 'AfId': 86467917}, {'DAuN': 'Pernilla Malmer', 'AuId': 2808733731, 'DAfN': 'Stockholm Resilience Centre', 'AfId': 138595864}, {'DAuN': 'Christopher M Raymond', 'AuId': 2131680134, 'DAfN': 'Swedish University of Agricultural Sciences', 'AfId': 298625061}, {'DAuN': 'Marja Spierenburg', 'AuId': 1991278043, 'DAfN': 'Radboud University Nijmegen', 'AfId': 145872427}, {'DAuN': 'Finn Danielsen', 'AuId': 2306338069, 'DAfN': 'NORDECO, Skindergade 23, 3rd floor, DK-1159 Copenhagen K, Denmark', 'AfId': None}, {'DAuN': 'Thomas Elmqvist', 'AuId': 2041730651, 'DAfN': 'Stockholm Resilience Centre', 'AfId': 138595864}, {'DAuN': 'Carl Folke', 'AuId': 2344016581, 'DAfN': 'Stockholm Resilience Centre', 'AfId': 138595864}, {'DAuN': 'Carl Folke', 'AuId': 2344016581, 'DAfN': 'Royal Swedish Academy of Sciences', 'AfId': 1341284090}]","[{'DFN': 'Convention on Biological Diversity', 'FId': 2779485152}, {'DFN': 'Knowledge-based systems', 'FId': 115925183}, {'DFN': 'Ecosystem services', 'FId': 58941895}, {'DFN': 'Sustainability', 'FId': 66204764}, {'DFN': 'Sociology of scientific knowledge', 'FId': 195732255}, {'DFN': 'Indigenous', 'FId': 55958113}, {'DFN': 'Knowledge management', 'FId': 56739046}, {'DFN': 'Negotiation', 'FId': 199776023}, {'DFN': 'Weaving', 'FId': 54525549}, {'DFN': 'Engineering', 'FId': 127413603}]"
2101090399,2008-12-01,354,557,Culturally Responsive Schooling for Indigenous Youth: A Review of the Literature,"[{'DAuN': 'Angelina E. Castagno', 'AuId': 2494530991, 'DAfN': 'Northern Arizona University', 'AfId': 203172682}, {'DAuN': 'Bryan Mc Kinley Jones Brayboy', 'AuId': 750103102, 'DAfN': 'Teachers College, Mary Lou Fulton (MLFTC)', 'AfId': None}]","[{'DFN': 'Indigenous', 'FId': 55958113}, {'DFN': 'Cultural diversity', 'FId': 125209646}, {'DFN': 'Multicultural education', 'FId': 2777301881}, {'DFN': 'Accountability', 'FId': 2776007630}, {'DFN': 'Racism', 'FId': 139838865}, {'DFN': 'Self-determination', 'FId': 96572226}, {'DFN': 'Teaching method', 'FId': 88610354}, {'DFN': 'Cognitive style', 'FId': 150681269}, {'DFN': 'Pedagogy', 'FId': 19417346}, {'DFN': 'Sociology', 'FId': 144024400}]"
1981410738,2005-03-01,413,646,Indigenous Knowledge Systems and Alaska Native Ways of Knowing,"[{'DAuN': 'Ray Barnhardt', 'AuId': 1582585803, 'DAfN': 'University of Alaska Fairbanks', 'AfId': 141472210}, {'DAuN': 'Angayuqaq Oscar Kawagley', 'AuId': 1965686033, 'DAfN': 'University of Alaska Fairbanks', 'AfId': 141472210}]","[{'DFN': 'Traditional knowledge', 'FId': 514011633}, {'DFN': 'Indigenous', 'FId': 55958113}, {'DFN': 'Fourth World', 'FId': 2778663818}, {'DFN': 'Educational research', 'FId': 36727532}, {'DFN': 'Knowledge-based systems', 'FId': 115925183}, {'DFN': 'Epistemology', 'FId': 111472728}, {'DFN': 'Sociology', 'FId': 144024400}, {'DFN': 'Social science', 'FId': 36289849}, {'DFN': 'Salient', 'FId': 2780719617}, {'DFN': 'Transfer of learning', 'FId': 150899416}, {'DFN': 'Indigenous knowledge system', 'FId': 2993391633}]"
2138307897,2007-09-01,312,673,Slicing the Onion Ethnographically: Layers and Spaces in Multilingual Language Education Policy and Practice,"[{'DAuN': 'Nancy H. Hornberger', 'AuId': 330483578, 'DAfN': 'University of Pennsylvania', 'AfId': 79576946}, {'DAuN': 'David Cassels Johnson', 'AuId': 2423494919, 'DAfN': 'University of Pennsylvania', 'AfId': 79576946}]","[{'DFN': 'Language policy', 'FId': 556340858}, {'DFN': 'Multilingualism', 'FId': 2780035574}, {'DFN': 'Written language', 'FId': 2780790391}, {'DFN': 'Language education', 'FId': 123960582}, {'DFN': 'Language planning', 'FId': 2781281093}, {'DFN': 'Bilingual education', 'FId': 2776853841}, {'DFN': 'National language', 'FId': 2777068528}, {'DFN': 'Multicultural education', 'FId': 2777301881}, {'DFN': 'Pedagogy', 'FId': 19417346}, {'DFN': 'Sociology', 'FId': 144024400}]"
1559831206,2006-08-01,300,1665,Intercultural Communication in Contexts,"[{'DAuN': 'Judith N. Martin', 'AuId': 2115048490, 'DAfN': '', 'AfId': None}, {'DAuN': 'Thomas K. Nakayama', 'AuId': 2324278842, 'DAfN': '', 'AfId': None}]","[{'DFN': 'Intercultural communication', 'FId': 2776423180}, {'DFN': 'Intercultural relations', 'FId': 86172738}, {'DFN': 'Communication studies', 'FId': 202510885}, {'DFN': 'Nonverbal communication', 'FId': 145633318}, {'DFN': 'Popular culture', 'FId': 96089941}, {'DFN': 'Pedagogy', 'FId': 19417346}, {'DFN': 'Psychology', 'FId': 15744967}, {'DFN': 'Cultural space', 'FId': 2993324025}, {'DFN': 'Part iii', 'FId': 3018978486}]"
1840767353,2014-08-01,122,189,Ontological anthropology and the deferral of critique,"[{'DAuN': 'Lucas Bessire', 'AuId': 301536170, 'DAfN': 'University of Oklahoma', 'AfId': 8692664}, {'DAuN': 'David Bond', 'AuId': 2233496686, 'DAfN': 'Bennington College', 'AfId': 77895542}]","[{'DFN': 'Materiality (auditing)', 'FId': 123307717}, {'DFN': 'Criticism', 'FId': 7991579}, {'DFN': 'Modernity', 'FId': 2778682666}, {'DFN': 'Ontology', 'FId': 25810664}, {'DFN': 'Indigenous', 'FId': 55958113}, {'DFN': 'Politics', 'FId': 94625758}, {'DFN': 'Social research', 'FId': 522453465}, {'DFN': 'Ethnography', 'FId': 179454799}, {'DFN': 'Sociology', 'FId': 144024400}, {'DFN': 'Anthropology', 'FId': 19165224}]"
2602963465,2017-03-28,163,248,Facilitating Empowerment and Self-Determination Through Participatory Action Research: Findings From the National Empowerment Project,"[{'DAuN': 'Pat Dudgeon', 'AuId': 1913926610, 'DAfN': 'School of Indigenous Studies', 'AfId': None}, {'DAuN': 'Clair Scrine', 'AuId': 1246994162, 'DAfN': 'University of Western Australia', 'AfId': 177877127}, {'DAuN': 'Adele Cox', 'AuId': 2527243195, 'DAfN': 'School of Indigenous Studies', 'AfId': None}, {'DAuN': 'Roz Walker', 'AuId': 2109714467, 'DAfN': 'University of Western Australia', 'AfId': 177877127}]","[{'DFN': 'Participatory action research', 'FId': 140988679}, {'DFN': 'Community psychology', 'FId': 157264169}, {'DFN': 'Empowerment', 'FId': 20555606}, {'DFN': 'Psychological resilience', 'FId': 137176749}, {'DFN': 'Health promotion', 'FId': 185618831}, {'DFN': 'Indigenous', 'FId': 55958113}, {'DFN': 'Suicide prevention', 'FId': 526869908}, {'DFN': 'Self-determination', 'FId': 96572226}, {'DFN': 'Public relations', 'FId': 39549134}, {'DFN': 'Sociology', 'FId': 144024400}]"
2014792016,2014-02-05,195,318,"Land education: Indigenous, post-colonial, and decolonizing perspectives on place and environmental education research","[{'DAuN': 'Eve Tuck', 'AuId': 2165230311, 'DAfN': 'State University of New York at New Paltz', 'AfId': 157455823}, {'DAuN': 'Marcia McKenzie', 'AuId': 2154116565, 'DAfN': 'University of Saskatchewan', 'AfId': 32625721}, {'DAuN': 'Kate McCoy', 'AuId': 2125331166, 'DAfN': 'State University of New York at New Paltz', 'AfId': 157455823}]","[{'DFN': 'Place-based education', 'FId': 2776169339}, {'DFN': 'Environmental education', 'FId': 43141900}, {'DFN': 'Indigenous', 'FId': 55958113}, {'DFN': 'Colonialism', 'FId': 531593650}, {'DFN': 'Social science', 'FId': 36289849}, {'DFN': 'Sociology', 'FId': 144024400}, {'DFN': 'Post colonial', 'FId': 3020754815}]"
2002351793,2007-06-01,274,587,Can You Hear us Now? Voices from the Margin: Using Indigenous Methodologies in Geographic Research,"[{'DAuN': 'Renee Pualani Louis', 'AuId': 2481177773, 'DAfN': 'Department of Geography, University of Hawai‘i at Mānoa, 2424 Maile Way, Honolulu, HI 96822 USA. Email: mapdr@earthlink.net', 'AfId': None}]","[{'DFN': 'Indigenous', 'FId': 55958113}, {'DFN': 'Body of knowledge', 'FId': 186528591}, {'DFN': 'Environmental ethics', 'FId': 95124753}, {'DFN': 'Insider', 'FId': 2778971194}, {'DFN': 'Social science', 'FId': 36289849}, {'DFN': 'Knowledge-based systems', 'FId': 115925183}, {'DFN': 'Geography', 'FId': 205649164}]"
2016144836,2008-01-01,283,530,Indigenous Ways of Knowing: Implications for Participatory Research and Community,"[{'DAuN': 'Patricia A. L. Cochran', 'AuId': 1972322152, 'DAfN': 'Alaska Native Science Commission, Anchorage, AL, USA.', 'AfId': None}, {'DAuN': 'Catherine A. Marshall', 'AuId': 2525636737, 'DAfN': '', 'AfId': None}, {'DAuN': 'Carmen Garcia-Downing', 'AuId': 1973486038, 'DAfN': '', 'AfId': None}, {'DAuN': 'Elizabeth Kendall', 'AuId': 1966198646, 'DAfN': '', 'AfId': None}, {'DAuN': 'Doris Cook', 'AuId': 2674781611, 'DAfN': '', 'AfId': None}, {'DAuN': 'Laurie McCubbin', 'AuId': 1639003911, 'DAfN': '', 'AfId': None}, {'DAuN': 'Reva Mariah S. Gover', 'AuId': 2089932666, 'DAfN': '', 'AfId': None}]","[{'DFN': 'Indigenous', 'FId': 55958113}, {'DFN': 'Traditional knowledge', 'FId': 514011633}, {'DFN': 'Participatory action research', 'FId': 140988679}, {'DFN': 'Health equity', 'FId': 2250968}, {'DFN': 'Harm', 'FId': 2777363581}, {'DFN': 'Public health', 'FId': 138816342}, {'DFN': 'Public relations', 'FId': 39549134}, {'DFN': 'Social science', 'FId': 36289849}, {'DFN': 'Distress', 'FId': 139265228}, {'DFN': 'Sociology', 'FId': 144024400}, {'DFN': 'Research findings', 'FId': 3019697767}]"
2123822467,2010-11-01,215,332,Cultural processes in science education: Supporting the navigation of multiple epistemologies,"[{'DAuN': 'Megan Bang', 'AuId': 2111447214, 'DAfN': 'American Indian Center', 'AfId': 2803034721}, {'DAuN': 'Douglas L Medin', 'AuId': 2008587697, 'DAfN': 'Northwestern University', 'AfId': 111979921}]","[{'DFN': 'Science education', 'FId': 44877443}, {'DFN': 'Science, technology, society and environment education', 'FId': 65916561}, {'DFN': 'Social science education', 'FId': 543908354}, {'DFN': 'Cultural diversity', 'FId': 125209646}, {'DFN': 'Outline of social science', 'FId': 82071709}, {'DFN': 'Scientific method', 'FId': 63830546}, {'DFN': 'Conceptual framework', 'FId': 14224292}, {'DFN': 'Curriculum development', 'FId': 2779011557}, {'DFN': 'Pedagogy', 'FId': 19417346}, {'DFN': 'Sociology', 'FId': 144024400}]"
632741307,2004-12-01,328,505,Qualitative Psychology: Introducing Radical Research,"[{'DAuN': 'Ian Parker', 'AuId': 2170646960, 'DAfN': '', 'AfId': None}]","[{'DFN': 'Reflexivity', 'FId': 13200473}, {'DFN': 'Narrative', 'FId': 199033989}, {'DFN': 'Qualitative psychological research', 'FId': 49465312}, {'DFN': 'Action research', 'FId': 53173841}, {'DFN': 'Ethnography', 'FId': 179454799}, {'DFN': 'Psychoanalysis', 'FId': 11171543}, {'DFN': 'Psychology', 'FId': 15744967}, {'DFN': 'Social psychology', 'FId': 77805123}, {'DFN': 'Interview', 'FId': 24845683}]"
2109679179,2008-03-01,317,666,Modifying Photovoice for community-based participatory Indigenous research,"[{'DAuN': 'Heather Castleden', 'AuId': 1416366321, 'DAfN': 'University of Alberta', 'AfId': 154425047}, {'DAuN': 'Theresa Garvin', 'AuId': 2149491411, 'DAfN': 'University of Alberta', 'AfId': 154425047}, {'DAuN': 'Huu-ay-aht First Nation', 'AuId': 2157340267, 'DAfN': 'University of Alberta', 'AfId': 154425047}]","[{'DFN': 'Photovoice', 'FId': 2781095836}, {'DFN': 'Community-based participatory research', 'FId': 2779909229}, {'DFN': 'Participatory action research', 'FId': 140988679}, {'DFN': 'Action research', 'FId': 53173841}, {'DFN': 'Indigenous', 'FId': 55958113}, {'DFN': 'Population', 'FId': 2908647359}, {'DFN': 'Social change', 'FId': 206836424}, {'DFN': 'Cultural competence', 'FId': 169536714}, {'DFN': 'Public relations', 'FId': 39549134}, {'DFN': 'Social science', 'FId': 36289849}, {'DFN': 'Sociology', 'FId': 144024400}]"
2183912769,2010-01-01,139,216,Council on Higher Education,"[{'DAuN': 'Brummeria Pretoria', 'AuId': 2183986113, 'DAfN': '', 'AfId': None}]","[{'DFN': 'Further education', 'FId': 181575753}, {'DFN': 'Higher education', 'FId': 120912362}, {'DFN': 'Sociology', 'FId': 144024400}, {'DFN': 'Medical education', 'FId': 509550671}]"
647613348,2006-06-29,133,424,Feminist Methodologies for International Relations,"[{'DAuN': 'Brooke A. Ackerly', 'AuId': 326791671, 'DAfN': 'Vanderbilt University', 'AfId': 200719446}, {'DAuN': 'Maria Stern', 'AuId': 2092549795, 'DAfN': 'University of Gothenburg', 'AfId': 881427289}, {'DAuN': 'Jacqui True', 'AuId': 2113639366, 'DAfN': 'University of Auckland', 'AfId': 154130895}]","[{'DFN': 'Feminist philosophy', 'FId': 1102183}, {'DFN': 'Feminism', 'FId': 2777688943}, {'DFN': 'International relations', 'FId': 34355311}, {'DFN': 'Hegemonic masculinity', 'FId': 2777057682}, {'DFN': 'Gender analysis', 'FId': 2779119250}, {'DFN': 'Stern', 'FId': 96597354}, {'DFN': 'Racism', 'FId': 139838865}, {'DFN': 'Politics', 'FId': 94625758}, {'DFN': 'Sociology', 'FId': 144024400}, {'DFN': 'Gender studies', 'FId': 107993555}]"
2114837664,2009-01-01,196,300,The Unheard Voices: Community Organizations and Service Learning,"[{'DAuN': 'Randy Stoecker', 'AuId': 2020209201, 'DAfN': '', 'AfId': None}, {'DAuN': 'Elizabeth Tryon', 'AuId': 2154809450, 'DAfN': '', 'AfId': None}]","[{'DFN': 'Community organization', 'FId': 509133132}, {'DFN': 'Service-learning', 'FId': 2780333494}, {'DFN': 'Cultural competence', 'FId': 169536714}, {'DFN': 'Public relations', 'FId': 39549134}, {'DFN': 'Pedagogy', 'FId': 19417346}, {'DFN': 'Sociology', 'FId': 144024400}]"
2133576386,2008-12-01,78,240,Reflexivity in practice: power and ethics in feminist research on international relations,"[{'DAuN': 'Brooke Ackerly', 'AuId': 326791671, 'DAfN': 'Vanderbilt University', 'AfId': 200719446}, {'DAuN': 'Jacqui True', 'AuId': 2113639366, 'DAfN': 'University of Auckland', 'AfId': 154130895}]","[{'DFN': 'Feminist philosophy', 'FId': 1102183}, {'DFN': 'Feminist theory', 'FId': 157150851}, {'DFN': 'Feminism', 'FId': 2777688943}, {'DFN': 'Reflexivity', 'FId': 13200473}, {'DFN': 'Scholarship', 'FId': 2778061430}, {'DFN': 'International relations', 'FId': 34355311}, {'DFN': 'Constructivism (philosophy of education)', 'FId': 11620657}, {'DFN': 'Normative', 'FId': 44725695}, {'DFN': 'Epistemology', 'FId': 111472728}, {'DFN': 'Sociology', 'FId': 144024400}, {'DFN': 'Social science', 'FId': 36289849}]"
